fighter_name,Height,Weight,Reach,Stance,DOB
Masutatsu Yano,"5' 9""",198 lbs.,,Orthodox,"Jul 11, 1975"
Matheus Nicolau,"5' 6""",125 lbs.,"66""",,"Jan 06, 1993"
Mats Nilsson,"6' 1""",170 lbs.,"74""",Orthodox,"Dec 05, 1983"
Matt Andersen,"6' 2""",230 lbs.,,Southpaw,"May 29, 1971"
Matt Arroyo,"5' 10""",170 lbs.,"72""",Orthodox,"Sep 01, 1982"
Matt Bessette,"5' 10""",145 lbs.,"70""",Orthodox,"Dec 28, 1984"
Matt Brown,"6' 0""",170 lbs.,"75""",Orthodox,"Jan 10, 1981"
Matt Dwyer,"6' 4""",170 lbs.,"76""",Orthodox,"Dec 17, 1989"
Matt Foki,"5' 7""",220 lbs.,,Orthodox,
Matt Frevola,"5' 9""",155 lbs.,"71""",Orthodox,"Jun 11, 1990"
Matt Grice,"5' 8""",145 lbs.,"70""",Orthodox,"Jul 29, 1981"
Matt Hamill,"6' 1""",205 lbs.,"76""",Orthodox,"Oct 05, 1976"
Matt Helm,,155 lbs.,,,
Matt Hobar,"5' 10""",135 lbs.,"70""",Southpaw,"Jan 07, 1987"
Matt Horning,"5' 4""",125 lbs.,,,
Matt Horwich,"6' 1""",185 lbs.,,Orthodox,"Oct 02, 1978"
Matt Hughes,"5' 9""",170 lbs.,"73""",Switch,"Oct 13, 1973"
Matt Kovacs,"6' 0""",244 lbs.,,Orthodox,
Matt Lee,"5' 11""",155 lbs.,,Orthodox,
Matt Lindland,"6' 0""",185 lbs.,"74""",Southpaw,"May 17, 1970"
Matt Lucas,"6' 1""",205 lbs.,,,
Matt Mitrione,"6' 3""",265 lbs.,"79""",Switch,"Jul 15, 1978"
Matt Pedro,,,,,
Matt Ramirez,"5' 5""",125 lbs.,,,
Matt Ricehouse,,155 lbs.,,,"Mar 11, 1987"
Matt Sayles,"5' 7""",145 lbs.,"68""",Orthodox,"Feb 21, 1994"
Matt Schnell,"5' 8""",135 lbs.,"70""",Orthodox,"Jan 15, 1990"
Matt Secor,"6' 0""",170 lbs.,,,"Sep 26, 1986"
Matt Serra,"5' 6""",170 lbs.,"68""",Orthodox,"Jun 02, 1974"
Matt Skelton,"6' 3""",265 lbs.,,Orthodox,"Jan 23, 1967"
Matt Van Buren,"6' 5""",205 lbs.,"76""",,"Jun 12, 1986"
Matt Veach,"5' 11""",155 lbs.,,Orthodox,"May 31, 1981"
Matt Wiman,"5' 10""",155 lbs.,"68""",Orthodox,"Sep 19, 1983"
Matthew Lopez,"5' 7""",135 lbs.,"69""",Southpaw,"Jan 21, 1987"
Matthew Riddle,"6' 1""",170 lbs.,"74""",Southpaw,"Jan 14, 1986"
Maurice Eazel,"5' 7""",135 lbs.,,,
Maurice Greene,"6' 7""",258 lbs.,"82""",,"Jul 05, 1986"
Maurice Mitchell,"5' 9""",145 lbs.,,Orthodox,"Jun 29, 1987"
Maurice Smith,"6' 2""",221 lbs.,,Orthodox,"Dec 13, 1961"
Mauricio Alonso,"6' 2""",170 lbs.,,,"Feb 27, 1980"
Mauricio Rua,"6' 1""",205 lbs.,"76""",Orthodox,"Nov 25, 1981"
Max Griffin,"5' 11""",170 lbs.,"76""",Orthodox,"Nov 29, 1985"
Max Holloway,"5' 11""",155 lbs.,"69""",Orthodox,"Dec 04, 1991"
Max Martyniouk,,155 lbs.,,,
Max Mustaki,"6' 0""",155 lbs.,,Orthodox,"Nov 07, 1987"
Maximo Blanco,"5' 8""",145 lbs.,"71""",Orthodox,"Oct 16, 1983"
Mayana Kellem,"5' 5""",135 lbs.,,Orthodox,"Jul 07, 1981"
Maycee Barber,"5' 5""",125 lbs.,"65""",Switch,"May 18, 1998"
Mayra Bueno Silva,"5' 6""",135 lbs.,,Orthodox,"Aug 22, 1991"
Megan Anderson,"6' 0""",145 lbs.,"72""",Orthodox,"Feb 11, 1990"
Megumi Fujii,"5' 3""",113 lbs.,,,"Apr 26, 1974"
Mehdi Baghdad,"6' 1""",155 lbs.,"75""",Orthodox,"Apr 13, 1985"
Melchor Manibusan,"5' 5""",154 lbs.,,Southpaw,"Dec 27, 1976"
Melinda Fabian,"5' 6""",125 lbs.,"66""",,"Jun 25, 1987"
Melissa Gatto,"5' 5""",135 lbs.,,Orthodox,"Feb 05, 1996"
Melton Bowen,"6' 0""",225 lbs.,,Orthodox,"Jul 16, 1969"
Melvin Guillard,"5' 9""",155 lbs.,"68""",Orthodox,"Mar 30, 1983"
Melvin Manhoef,"5' 9""",185 lbs.,,Orthodox,"May 11, 1976"
Merab Dvalishvili,"5' 6""",135 lbs.,"68""",Orthodox,"Jan 10, 1991"
Merritt Warren,"5' 10""",155 lbs.,,Southpaw,
Micah Miller,"6' 0""",145 lbs.,,Orthodox,"Feb 14, 1987"
Michael Bisping,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 28, 1979"
Michael Bravo,,155 lbs.,,,
Michael Byrnes,"5' 11""",155 lbs.,,,"Jul 17, 1990"
Michael Chiesa,"6' 1""",170 lbs.,"75""",Southpaw,"Dec 07, 1987"
Michael Cora,"6' 1""",170 lbs.,"77""",Southpaw,"Aug 24, 1989"
Michael Diaz,,260 lbs.,,,
Michael Graves,"5' 10""",170 lbs.,"71""",,"Jan 08, 1991"
Michael Johnson,"5' 10""",145 lbs.,"73""",Southpaw,"Jun 04, 1986"
Michael Knaap,"6' 2""",220 lbs.,,Orthodox,"Feb 27, 1984"
Michael Kuiper,"6' 0""",185 lbs.,"73""",Orthodox,"Jun 07, 1989"
Michael Lerma,,,,,
Michael Lombardo,"6' 0""",185 lbs.,"72""",Orthodox,"Apr 03, 1990"
Michael Mangan,,155 lbs.,,,
Michael McBride,"6' 1""",155 lbs.,"75""",Orthodox,"Mar 09, 1986"
Michael McDonald,"5' 9""",135 lbs.,"70""",Orthodox,"Jan 15, 1991"
Michael Page,"6' 2""",170 lbs.,,,"Apr 07, 1987"
Michael Patt,"6' 0""",205 lbs.,,Orthodox,
Michael Trizano,"5' 11""",155 lbs.,"71""",Orthodox,"Dec 31, 1991"
Michal Martinek,,220 lbs.,,,
Michal Oleksiejczuk,"6' 0""",205 lbs.,"74""",Southpaw,"Feb 22, 1995"
Michel Batista,"6' 3""",260 lbs.,,,"Apr 20, 1984"
Michel Pereira,"6' 1""",170 lbs.,"73""",Orthodox,"Oct 06, 1993"
Michel Prazeres,"5' 6""",170 lbs.,"67""",Orthodox,"Jul 25, 1981"
Michel Quinones,"5' 10""",155 lbs.,"73""",Orthodox,"Dec 22, 1984"
Michelle Maher,,145 lbs.,,,
Michelle Waterson,"5' 3""",115 lbs.,"62""",Orthodox,"Jan 06, 1986"
Michihiro Omigawa,"5' 6""",145 lbs.,"68""",Orthodox,"Dec 19, 1975"
Michinori Tanaka,"5' 5""",135 lbs.,"67""",Orthodox,"Oct 04, 1990"
Michiyoshi Ohara,"5' 10""",205 lbs.,,Orthodox,
Mickael Lebout,"5' 11""",155 lbs.,"73""",Orthodox,"Aug 16, 1987"
Mickey Gall,"6' 2""",170 lbs.,"74""",Switch,"Jan 22, 1992"
Miesha Tate,"5' 6""",135 lbs.,"65""",Orthodox,"Aug 18, 1986"
Miguel Baeza,"6' 2""",170 lbs.,"74""",Orthodox,"Aug 23, 1992"
Miguel Cosio,"6' 4""",205 lbs.,,,
Miguel Linares,,,,,
Miguel Torres,"5' 9""",135 lbs.,"76""",Orthodox,"Jan 18, 1981"
Miika Mehmet,,205 lbs.,,Orthodox,
Mike Aina,"5' 9""",155 lbs.,,Orthodox,
Mike Altman,"5' 10""",185 lbs.,,Orthodox,
Mike Bencic,"6' 0""",215 lbs.,,Orthodox,
Mike Bourke,"6' 0""",275 lbs.,,Orthodox,
Mike Bronzoulis,"6' 0""",155 lbs.,,,"Jan 05, 1979"
Mike Brown,"5' 6""",145 lbs.,"70""",Orthodox,"Sep 08, 1975"
Mike Budnik,"5' 9""",145 lbs.,"68""",Orthodox,"Aug 08, 1974"
Mike Campbell,"5' 9""",155 lbs.,,Southpaw,
Mike Chandler,"5' 8""",155 lbs.,,,"Apr 24, 1986"
Mike Ciesnolevicz,"6' 0""",235 lbs.,,Orthodox,"Oct 28, 1979"
Mike Cook,"6' 1""",205 lbs.,,Orthodox,
Mike Davis,"6' 0""",155 lbs.,"72""",Orthodox,"Oct 07, 1992"
Mike Dolce,"5' 11""",185 lbs.,,,"Apr 15, 1976"
Mike Easton,"5' 6""",135 lbs.,"70""",Southpaw,"Jan 25, 1984"
Mike French,"5' 10""",145 lbs.,,,"May 29, 1975"
Mike Glenn,,205 lbs.,,,"Oct 09, 1977"
Mike Grundy,"5' 7""",145 lbs.,"72""",Orthodox,"Jan 03, 1987"
Mike Guymon,"6' 0""",170 lbs.,"74""",Orthodox,"Sep 17, 1974"
Mike Hayes,"6' 4""",230 lbs.,,Orthodox,
Mike Jackson,"6' 2""",170 lbs.,,Orthodox,"Mar 22, 1985"
Mike Joy,"5' 6""",155 lbs.,,Southpaw,"Jul 18, 1985"
Mike King,"6' 3""",185 lbs.,"75""",,"Aug 04, 1983"
Mike Kyle,"6' 4""",205 lbs.,"77""",Orthodox,"Mar 31, 1980"
Mike Lullo,"5' 8""",145 lbs.,,Orthodox,"Jul 24, 1979"
Mike Malott,"6' 0""",145 lbs.,,,
Mike Massenzio,"6' 2""",185 lbs.,"73""",Southpaw,"Nov 01, 1982"
Mike Minniger,,,,,
Mike Moreno,"6' 0""",185 lbs.,,,
Mike Nickels,"6' 4""",205 lbs.,,Orthodox,"Dec 13, 1971"
Mike Perry,"5' 10""",170 lbs.,"71""",Orthodox,"Sep 15, 1991"
Mike Pierce,"5' 8""",170 lbs.,"70""",Orthodox,"Sep 01, 1980"
Mike Polchlopek,"6' 4""",285 lbs.,,Orthodox,"Dec 27, 1965"
Mike Pyle,"6' 0""",170 lbs.,"74""",Orthodox,"Sep 18, 1975"
Mike Rhodes,"6' 1""",170 lbs.,"74""",Orthodox,"Dec 04, 1989"
Mike Ricci,"6' 0""",155 lbs.,"77""",Southpaw,"Mar 18, 1986"
Mike Richman,"5' 8""",135 lbs.,,,"Jun 23, 1985"
Mike Rio,"5' 10""",155 lbs.,"71""",Orthodox,"Jul 06, 1981"
Mike Rodriguez,"6' 4""",205 lbs.,"82""",Southpaw,"Nov 28, 1988"
Mike Russow,"6' 1""",255 lbs.,"73""",Orthodox,"Sep 11, 1976"
Mike Santiago,"5' 10""",145 lbs.,"69""",Orthodox,"Jul 28, 1989"
Mike Seal,"6' 4""",185 lbs.,,Orthodox,
Mike Stumpf,"5' 10""",170 lbs.,"71""",,"Aug 01, 1986"
Mike Swick,"6' 1""",170 lbs.,"77""",Orthodox,"Jun 19, 1979"
Mike Wessel,"6' 0""",260 lbs.,,Orthodox,"Dec 02, 1977"
Mike Whitehead,"6' 1""",205 lbs.,,Orthodox,"Jun 29, 1981"
Mike Wilkinson,"5' 7""",145 lbs.,"68""",,"Sep 15, 1987"
Mike Zichelle,,205 lbs.,,,
Mike de la Torre,"5' 11""",145 lbs.,"71""",Orthodox,"Sep 22, 1986"
Mike van Arsdale,"6' 2""",205 lbs.,,Switch,"Jun 20, 1965"
Mikey Burnett,"5' 6""",170 lbs.,,Orthodox,"Apr 12, 1974"
Mikhail Iloukhine,"5' 9""",205 lbs.,,Orthodox,"Nov 21, 1966"
Milana Dudieva,"5' 3""",135 lbs.,"61""",Orthodox,"Aug 04, 1989"
Milco Voorn,,220 lbs.,,Orthodox,
Miles Johns,"5' 7""",135 lbs.,"66""",Orthodox,"Mar 30, 1994"
Miles McDonald,"5' 7""",115 lbs.,,,"Aug 13, 1991"
Milton Vieira,"6' 0""",145 lbs.,"72""",Orthodox,"Oct 04, 1978"
Min Soo Kim,"6' 1""",255 lbs.,,Southpaw,"Jan 22, 1975"
Minoki Ichihara,"5' 7""",178 lbs.,,Orthodox,
Minoru Toyonaga,"5' 11""",195 lbs.,,Southpaw,
Minotauro Nogueira,"6' 3""",240 lbs.,"77""",Orthodox,"Jun 02, 1976"
Mirko Cro Cop,"6' 2""",230 lbs.,"73""",Southpaw,"Sep 10, 1974"
Mirsad Bektic,"5' 8""",145 lbs.,"70""",Orthodox,"Feb 16, 1991"
Misha Cirkunov,"6' 3""",205 lbs.,"77""",Orthodox,"Feb 27, 1987"
Mitch Clarke,"5' 10""",155 lbs.,"73""",Orthodox,"Nov 24, 1985"
Mitch Gagnon,"5' 5""",135 lbs.,"65""",Southpaw,"Oct 10, 1984"
Mitch Whitesel,"5' 9""",185 lbs.,,,"Jul 12, 1981"
Mitchell Sipe,"6' 2""",245 lbs.,,Orthodox,"Apr 09, 1996"
Mitsuharu Kitao,"6' 7""",390 lbs.,,,
Mitsuhiro Ishida,"5' 6""",154 lbs.,,Southpaw,"Dec 29, 1978"
Mizuto Hirota,"5' 7""",155 lbs.,"67""",Orthodox,"May 05, 1981"
Moise Rimbon,"5' 10""",205 lbs.,,Orthodox,"Apr 20, 1977"
Molly McCann,"5' 4""",125 lbs.,"62""",Orthodox,"May 04, 1990"
Montana De La Rosa,"5' 7""",125 lbs.,"68""",,"Feb 14, 1995"
Montel Jackson,"5' 10""",135 lbs.,"75""",Southpaw,"Apr 24, 1992"
Mostapha Al-Turk,"6' 2""",245 lbs.,"77""",Orthodox,"Jul 14, 1973"
Moti Horenstein,"6' 4""",230 lbs.,,Orthodox,
Motoki Miyazawa,"5' 11""",168 lbs.,,Southpaw,
Motonobu Tezuka,"5' 7""",135 lbs.,"66""",Southpaw,"Aug 29, 1987"
Movsar Evloev,"5' 7""",145 lbs.,"72""",Orthodox,"Feb 11, 1994"
Mu Bae Choi,"6' 2""",230 lbs.,,Orthodox,"Jun 27, 1970"
Muhammed Lawal,"6' 0""",205 lbs.,"78""",Southpaw,"Jan 11, 1981"
Muhsin Corbbrey,"5' 10""",155 lbs.,,Orthodox,"May 18, 1978"
Muin Gafurov,"5' 7""",135 lbs.,,,"May 17, 1996"
Murad Chunkaiev,"5' 11""",185 lbs.,,Orthodox,
Murilo Bustamante,"6' 2""",183 lbs.,,Orthodox,"Jul 30, 1966"
Murilo Rua,"5' 11""",185 lbs.,,Orthodox,"May 22, 1980"
Muslim Salikhov,"5' 11""",170 lbs.,"70""",Orthodox,"Jun 09, 1984"
Mychal Clark,"6' 3""",224 lbs.,,Orthodox,
Myles Jury,"5' 10""",145 lbs.,"73""",Orthodox,"Oct 31, 1988"
Nad Narimani,"5' 8""",145 lbs.,"70""",Orthodox,"Apr 14, 1987"
Nadia Kassem,"5' 5""",125 lbs.,"66""",Southpaw,"Nov 15, 1995"
Nah-Shon Burrell,"5' 11""",170 lbs.,"73""",Orthodox,"Feb 05, 1990"
Naho Sugiyuma,"5' 1""",105 lbs.,,,"Feb 03, 1978"
Nam Phan,"5' 6""",135 lbs.,"70""",Orthodox,"Mar 13, 1983"
Nandor Guelmino,"6' 3""",230 lbs.,"76""",,"Dec 20, 1975"
Naoki Inoue,"5' 9""",125 lbs.,"71""",Orthodox,"Jun 14, 1997"
Naoki Matsushita,"5' 6""",155 lbs.,,Orthodox,
Naoya Ogawa,"6' 4""",255 lbs.,,Orthodox,"Mar 31, 1968"
Naoyuki Kotani,"5' 8""",155 lbs.,"66""",Southpaw,"Dec 08, 1981"
Nasrat Haqparast,"5' 10""",155 lbs.,"72""",Southpaw,"Aug 22, 1995"
Nate Diaz,"6' 0""",170 lbs.,"76""",Southpaw,"Apr 16, 1985"
Nate James,"6' 0""",185 lbs.,,,"May 29, 1978"
Nate Loughran,"6' 2""",185 lbs.,,Orthodox,"Jul 28, 1980"
Nate Marquardt,"6' 0""",185 lbs.,"74""",Orthodox,"Apr 20, 1979"
Nate Mohr,"5' 9""",155 lbs.,"72""",Orthodox,"Mar 03, 1983"
Nate Moore,"6' 0""",170 lbs.,,,
Nate Quarry,"6' 0""",185 lbs.,"72""",Open Stance,"Mar 18, 1972"
Nate Schroeder,"6' 1""",230 lbs.,,,
Nathan Coy,"5' 10""",170 lbs.,"69""",Southpaw,"Jul 24, 1978"
Nathan Jones,"6' 11""",345 lbs.,,Orthodox,"Aug 21, 1970"
Nathaniel Wood,"5' 6""",135 lbs.,"69""",Orthodox,"May 08, 1993"
Nazareno Malegarie,"5' 8""",155 lbs.,"70""",,"May 16, 1986"
Neal Ewing,,185 lbs.,,,"Sep 30, 1985"
Neil Grove,"6' 6""",265 lbs.,,Orthodox,"Jan 18, 1971"
Neil Magny,"6' 3""",170 lbs.,"80""",Orthodox,"Aug 03, 1987"
Neil Seery,"5' 4""",125 lbs.,"64""",Orthodox,"Aug 30, 1979"
Neil Wain,"5' 10""",242 lbs.,,Orthodox,
Neiman Gracie,"6' 0""",170 lbs.,,,
Nicco Montano,"5' 5""",125 lbs.,"65""",Southpaw,"Dec 16, 1988"
Nicdali Rivera-Calanoc,"5' 3""",105 lbs.,,,"Jun 12, 1985"
Nicholas Sergiacomi,,170 lbs.,,,
Nick Agallar,"5' 8""",155 lbs.,,Orthodox,"Jan 13, 1979"
Nick Barnes,"5' 11""",170 lbs.,,,
Nick Bustamante,"5' 9""",170 lbs.,,,
Nick Catone,"6' 0""",185 lbs.,"72""",Southpaw,"Sep 01, 1981"
Nick Denis,"5' 7""",135 lbs.,,Orthodox,"Oct 11, 1983"
Nick Diaz,"6' 1""",185 lbs.,"76""",Southpaw,"Aug 02, 1983"
Nick Ertl,"5' 9""",155 lbs.,,,
Nick Garcia,"5' 4""",125 lbs.,,,
Nick Gibbons,"5' 10""",155 lbs.,,,
Nick Gonzalez,"5' 6""",155 lbs.,,Orthodox,"Mar 03, 1981"
Nick Hein,"5' 6""",155 lbs.,"66""",Southpaw,"Apr 24, 1984"
Nick Newell,"5' 10""",155 lbs.,"74""",Southpaw,"Mar 17, 1986"
Nick Nolte,"6' 0""",170 lbs.,,,
Nick Osipczak,"6' 2""",170 lbs.,"76""",Orthodox,"Dec 30, 1984"
Nick Pace,"5' 7""",135 lbs.,"68""",Orthodox,"Apr 17, 1987"
Nick Penner,"6' 4""",205 lbs.,"77""",Southpaw,"Mar 26, 1980"
Nick Pica,"5' 10""",185 lbs.,,,
Nick Piedmont,"5' 10""",145 lbs.,,,
Nick Ring,"6' 0""",185 lbs.,"74""",Southpaw,"Feb 10, 1979"
Nick Roehrick,"6' 2""",205 lbs.,"75""",Orthodox,"Jul 06, 1987"
Nick Rossborough,"6' 5""",205 lbs.,,,"Nov 18, 1981"
Nick Sanzo,"5' 9""",190 lbs.,,,
Nick Serra,"5' 9""",170 lbs.,,Orthodox,"Mar 27, 1978"
Nick Sperling,,135 lbs.,,,
Nick Thompson,"6' 1""",170 lbs.,"74""",Orthodox,"Jun 23, 1981"
Nick Urso,"5' 6""",125 lbs.,"66""",Southpaw,"Sep 26, 1985"
Nico Musoke,"6' 0""",170 lbs.,"75""",Orthodox,"Apr 05, 1986"
Nicolae Negumereanu,"6' 0""",205 lbs.,"78""",Orthodox,"Sep 04, 1994"
Nicolas Dalby,"5' 11""",170 lbs.,"74""",Orthodox,"Nov 16, 1984"
Nik Lentz,"5' 8""",155 lbs.,"68""",Orthodox,"Aug 13, 1984"
Nik Theotikos,,185 lbs.,,Orthodox,
Nikita Krylov,"6' 3""",205 lbs.,"77""",Orthodox,"Mar 07, 1992"
Nikk Covert,"5' 8""",185 lbs.,,,"Aug 04, 1969"
Niklas Backstrom,"6' 1""",145 lbs.,"74""",Orthodox,"Aug 22, 1989"
Niko Price,"6' 0""",170 lbs.,"76""",Orthodox,"Sep 29, 1989"
Nikolajus Cilkinas,,,,Orthodox,
Nina Ansaroff,"5' 5""",115 lbs.,"64""",Orthodox,"Dec 03, 1985"
Ning Guangyou,"5' 4""",145 lbs.,"64""",Southpaw,"Dec 15, 1981"
Nissen Osterneck,"6' 2""",185 lbs.,,Orthodox,"May 01, 1981"
Noad Lahat,"5' 9""",145 lbs.,"69""",Orthodox,"Jun 08, 1984"
Noah Thomas,"5' 9""",135 lbs.,,Orthodox,"Mar 27, 1981"
Nobuhiko Takada,"6' 0""",220 lbs.,,Southpaw,"Apr 12, 1962"
Nobuhiro Obiya,"5' 8""",145 lbs.,,Orthodox,"Jan 15, 1981"
Noe Hernandez,,,,Orthodox,
Nolan Ticman,"5' 6""",125 lbs.,"69""",Orthodox,"May 17, 1988"
Nordine Taleb,"6' 1""",170 lbs.,"74""",Orthodox,"Jun 10, 1981"
Norifumi Yamamoto,"5' 4""",135 lbs.,"66""",Southpaw,"Mar 15, 1977"
Norma Dumont,"5' 7""",135 lbs.,,,"Oct 01, 1990"
Norman Parke,"5' 11""",155 lbs.,"70""",,"Dec 22, 1986"
OJ Dominguez,,,,,
Ode Osbourne,"5' 7""",135 lbs.,,,"Jan 09, 1992"
Olaf Alfonso,"6' 2""",170 lbs.,,Orthodox,"Aug 06, 1974"
Oleg Taktarov,"6' 0""",210 lbs.,,Orthodox,"Aug 26, 1967"
Oli Thompson,"6' 1""",242 lbs.,"75""",Orthodox,"Jan 02, 1980"
Oliver Enkamp,"6' 0""",170 lbs.,"77""",Switch,"Aug 10, 1991"
Olivier Aubin-Mercier,"5' 9""",155 lbs.,"70""",Southpaw,"Feb 23, 1989"
Oluwale Bamgbose,"5' 11""",185 lbs.,"78""",Switch,"Aug 04, 1987"
Omari Akhmedov,"6' 0""",185 lbs.,"73""",Orthodox,"Oct 12, 1987"
Onassis Parungao,"5' 11""",200 lbs.,,,
Orlando Wiet,"5' 10""",170 lbs.,,Southpaw,
Osamu Tachihikari,"6' 5""",300 lbs.,,Orthodox,
Oscar Cota,"6' 2""",230 lbs.,,Orthodox,"Oct 15, 1984"
Oskar Piechota,"6' 0""",185 lbs.,"76""",Southpaw,"Jan 24, 1990"
Ottman Azaitar,,170 lbs.,,,
Ovince Saint Preux,"6' 3""",205 lbs.,"80""",Southpaw,"Apr 08, 1983"
Pablo Alfonso,"5' 8""",145 lbs.,,,"May 09, 1983"
Pablo Garza,"6' 1""",145 lbs.,"73""",Orthodox,"Sep 16, 1983"
Pablo Villaseca,"5' 7""",155 lbs.,,,"Jan 26, 1987"
Paddy Holohan,"5' 10""",125 lbs.,"69""",Orthodox,"May 03, 1988"
Paige VanZant,"5' 4""",115 lbs.,"65""",Orthodox,"Mar 26, 1994"
Pannie Kianzad,"5' 7""",145 lbs.,"68""",,"Dec 08, 1991"
Papy Abedi,"5' 11""",185 lbs.,"74""",Southpaw,"Jun 30, 1978"
Parker Porter,,260 lbs.,,,
Pascal Krauss,"6' 1""",170 lbs.,"72""",Orthodox,"Apr 19, 1987"
Pat Audinwood,"6' 0""",155 lbs.,,Orthodox,"Apr 16, 1986"
Pat Barry,"5' 11""",235 lbs.,"74""",Orthodox,"Jul 07, 1979"
Pat Benson,"5' 9""",155 lbs.,,,
Pat Curran,"5' 9""",145 lbs.,,,"Aug 31, 1987"
Pat Healy,"6' 0""",155 lbs.,"74""",Orthodox,"Jul 20, 1983"
Pat Miletich,"5' 10""",170 lbs.,,Orthodox,"Mar 09, 1968"
Pat Schilling,"5' 8""",145 lbs.,"69""",Orthodox,"Aug 28, 1988"
Patricio Freire,"5' 5""",145 lbs.,,,"Jul 07, 1987"
Patrick Cote,"5' 11""",170 lbs.,"71""",Orthodox,"Feb 29, 1980"
Patrick Cummins,"6' 2""",205 lbs.,"76""",Orthodox,"Nov 16, 1980"
Patrick Kaase,"5' 9""",185 lbs.,,,
Patrick Murphy,"6' 0""",170 lbs.,,,
Patrick Smith,"6' 2""",225 lbs.,,Orthodox,"Aug 28, 1963"
Patrick Speight,"6' 1""",170 lbs.,,Orthodox,
Patrick Walsh,"5' 11""",185 lbs.,"71""",,"Nov 28, 1988"
Patrick Williams,"5' 8""",135 lbs.,"73""",Orthodox,"Sep 07, 1981"
Patricky Freire,"5' 7""",155 lbs.,,,"Jun 01, 1986"
Paul Bradley,"5' 9""",170 lbs.,,Orthodox,"Jun 13, 1983"
Paul Buentello,"6' 2""",245 lbs.,"77""",Orthodox,"Jan 16, 1974"
Paul Craig,"6' 3""",205 lbs.,"76""",Orthodox,"Nov 27, 1987"
Paul Creighton,"5' 6""",155 lbs.,,Southpaw,"Jun 04, 1970"
Paul Daley,"5' 9""",170 lbs.,"76""",Orthodox,"Feb 21, 1983"
Paul Felder,"5' 11""",155 lbs.,"70""",Orthodox,"Apr 25, 1984"
Paul Georgieff,"6' 2""",170 lbs.,,Orthodox,"Sep 22, 1982"
Paul Herrera,"5' 10""",185 lbs.,,Orthodox,
Paul Jones,"5' 9""",199 lbs.,,Orthodox,"Jun 16, 1963"
Paul Kelly,"5' 9""",155 lbs.,"70""",Orthodox,"Sep 12, 1984"
Paul Redmond,"5' 10""",145 lbs.,"70""",Orthodox,"Oct 20, 1986"
Paul Rodriguez,"5' 7""",155 lbs.,,Orthodox,
Paul Ruiz,"5' 6""",135 lbs.,,,"Jun 23, 1987"
Paul Sass,"6' 0""",155 lbs.,"73""",Orthodox,"Aug 04, 1988"
Paul Song,,185 lbs.,,,
Paul Taylor,"6' 0""",155 lbs.,"72""",Orthodox,"Dec 15, 1979"
Paul Varelans,"6' 8""",300 lbs.,,Orthodox,
Paulo Cesar Silva,"7' 5""",385 lbs.,,Orthodox,"Jul 21, 1963"
Paulo Costa,"6' 1""",185 lbs.,"72""",,"Apr 21, 1991"
Paulo Filho,"5' 8""",185 lbs.,,Southpaw,"May 24, 1978"
Paulo Santos,,,,,
Paulo Thiago,"5' 11""",170 lbs.,"73""",Orthodox,"Jan 25, 1981"
Pawel Nastula,"6' 0""",230 lbs.,,Southpaw,"Jun 26, 1970"
Pawel Pawlak,"6' 0""",170 lbs.,"73""",Orthodox,"Feb 08, 1989"
Pearl Gonzalez,"5' 4""",115 lbs.,"68""",Orthodox,"Aug 12, 1986"
Pedro Munhoz,"5' 6""",135 lbs.,"65""",Orthodox,"Sep 07, 1986"
Pedro Nobre,"5' 5""",135 lbs.,,,"Feb 13, 1986"
Pedro Otavio,"6' 3""",245 lbs.,,Orthodox,
Pedro Rizzo,"6' 1""",241 lbs.,,Orthodox,"May 03, 1974"
Peggy Morgan,"6' 1""",135 lbs.,"70""",,"Dec 16, 1979"
Per Eklund,"5' 10""",155 lbs.,"72""",Orthodox,
Pete Rogers Jr.,"6' 0""",145 lbs.,,,
Pete Sabala,,135 lbs.,,,
Pete Sell,"5' 11""",170 lbs.,"75""",Orthodox,"Aug 05, 1982"
Pete Spratt,"5' 9""",170 lbs.,,Orthodox,"Jan 09, 1971"
Pete Williams,"6' 3""",235 lbs.,,Orthodox,"Jul 10, 1975"
Peter Petties,"5' 11""",145 lbs.,"72""",Southpaw,"Dec 20, 1990"
Peter Sobotta,"6' 0""",170 lbs.,"75""",Southpaw,"Jan 11, 1987"
Petr Yan,"5' 7""",135 lbs.,"67""",Switch,"Feb 11, 1993"
Phil Baroni,"5' 9""",170 lbs.,"72""",Orthodox,"Apr 16, 1976"
Phil Cardella,"5' 11""",155 lbs.,,,"Jul 09, 1976"
Phil Davis,"6' 2""",205 lbs.,"79""",Orthodox,"Sep 25, 1984"
Phil Harris,"5' 4""",125 lbs.,"64""",Orthodox,"Sep 04, 1983"
Phil Hawes,"6' 1""",185 lbs.,"70""",Orthodox,"Jan 08, 1989"
Phil Johns,"5' 2""",170 lbs.,,Southpaw,"Oct 22, 1968"
Philip De Fries,"6' 5""",250 lbs.,"82""",Orthodox,"Apr 21, 1986"
Philip Perez,"5' 5""",155 lbs.,,Southpaw,
Philip Preece,"5' 8""",205 lbs.,,Orthodox,
Philipe Lins,"6' 2""",205 lbs.,,,"Aug 17, 1985"
Phillip Miller,"5' 11""",185 lbs.,,Orthodox,"Feb 20, 1979"
Phillipe Nover,"5' 9""",145 lbs.,"72""",Orthodox,"Feb 03, 1984"
