R_fighter;B_fighter;R_KD;B_KD;R_SIG_STR.;B_SIG_STR.;R_SIG_STR_pct;B_SIG_STR_pct;R_TOTAL_STR.;B_TOTAL_STR.;R_TD;B_TD;R_TD_pct;B_TD_pct;R_SUB_ATT;B_SUB_ATT;R_PASS;B_PASS;R_REV;B_REV;R_HEAD;B_HEAD;R_BODY;B_BODY;R_LEG;B_LEG;R_DISTANCE;B_DISTANCE;R_CLINCH;B_CLINCH;R_GROUND;B_GROUND;win_by;last_round;last_round_time;Format;Referee;date;location;Fight_type;Winner
Andy Ogle;Akira Corassani;1;0;52 of 105;45 of 93;49%;48%;102 of 156;51 of 99;1 of 11;0 of 0;9%;0%;0;0;0;0;0;0;36 of 82;29 of 76;8 of 15;12 of 13;8 of 8;4 of 4;33 of 83;41 of 89;2 of 3;4 of 4;17 of 19;0 of 0;Decision - Split;3;5:00;3 Rnd (5-5-5);Marc Goddard;September 29, 2012;Nottingham, England, United Kingdom;Featherweight Bout;Akira Corassani
Tom Watson;Brad Tavares;0;0;65 of 127;83 of 173;51%;47%;72 of 134;92 of 183;0 of 2;5 of 12;0%;41%;0;0;0;1;0;0;32 of 84;62 of 148;20 of 28;12 of 14;13 of 15;9 of 11;52 of 109;71 of 158;11 of 16;11 of 13;2 of 2;1 of 2;Decision - Split;3;5:00;3 Rnd (5-5-5);Leon Roberts;September 29, 2012;Nottingham, England, United Kingdom;Middleweight Bout;Brad Tavares
DaMarques Johnson;Gunnar Nelson;0;0;1 of 4;9 of 10;25%;90%;1 of 4;16 of 17;0 of 0;1 of 1;0%;100%;0;2;0;4;0;0;0 of 3;7 of 8;1 of 1;0 of 0;0 of 0;2 of 2;0 of 3;3 of 4;1 of 1;0 of 0;0 of 0;6 of 6;Submission;1;3:34;3 Rnd (5-5-5);Herb Dean;September 29, 2012;Nottingham, England, United Kingdom;Catch Weight Bout;Gunnar Nelson
Jason Young;Robert Peralta;0;1;2 of 2;7 of 17;100%;41%;2 of 2;7 of 17;0 of 0;0 of 0;0%;0%;0;0;0;0;0;0;1 of 1;6 of 16;0 of 0;1 of 1;1 of 1;0 of 0;2 of 2;2 of 12;0 of 0;0 of 0;0 of 0;5 of 5;KO/TKO;1;0:23;3 Rnd (5-5-5);Marc Goddard;September 29, 2012;Nottingham, England, United Kingdom;Featherweight Bout;Robert Peralta
Jon Jones;Vitor Belfort;1;0;65 of 110;16 of 36;59%;44%;96 of 144;22 of 43;1 of 1;0 of 0;100%;0%;1;1;3;0;0;0;46 of 79;8 of 26;5 of 10;3 of 5;14 of 21;5 of 5;23 of 52;11 of 28;0 of 2;4 of 6;42 of 56;1 of 2;Submission;4;0:54;5 Rnd (5-5-5-5-5);John McCarthy;September 22, 2012;Toronto, Ontario, Canada;UFC Light Heavyweight Title Bout;Jon Jones
Joseph Benavidez;Demetrious Johnson;0;0;44 of 250;77 of 156;17%;49%;53 of 259;96 of 177;0 of 7;5 of 10;0%;50%;2;0;3;2;0;0;23 of 204;29 of 96;12 of 28;33 of 42;9 of 18;15 of 18;34 of 223;45 of 114;9 of 26;23 of 32;1 of 1;9 of 10;Decision - Split;5;5:00;5 Rnd (5-5-5-5-5);Yves Lavigne;September 22, 2012;Toronto, Ontario, Canada;UFC Flyweight Title Bout;Demetrious Johnson
Michael Bisping;Brian Stann;0;0;64 of 141;57 of 141;45%;40%;88 of 168;72 of 158;4 of 13;0 of 0;30%;0%;0;0;3;0;0;1;46 of 119;27 of 102;7 of 10;10 of 17;11 of 12;20 of 22;50 of 115;46 of 124;13 of 21;9 of 14;1 of 5;2 of 3;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Josh Rosenthal;September 22, 2012;Toronto, Ontario, Canada;Middleweight Bout;Michael Bisping
Matt Hamill;Roger Hollett;0;0;94 of 144;26 of 72;65%;36%;151 of 216;32 of 79;6 of 8;0 of 0;75%;0%;0;0;1;0;0;0;86 of 132;9 of 42;0 of 1;14 of 27;8 of 11;3 of 3;23 of 62;25 of 71;1 of 1;0 of 0;70 of 81;1 of 1;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Dan Miragliotta;September 22, 2012;Toronto, Ontario, Canada;Light Heavyweight Bout;Matt Hamill
Cub Swanson;Charles Oliveira;1;0;9 of 21;6 of 18;42%;33%;9 of 21;10 of 22;0 of 0;1 of 2;0%;50%;0;0;0;0;0;0;6 of 13;5 of 17;2 of 3;0 of 0;1 of 5;1 of 1;9 of 20;4 of 15;0 of 0;0 of 0;0 of 1;2 of 3;KO/TKO;1;2:40;3 Rnd (5-5-5);Yves Lavigne;September 22, 2012;Toronto, Ontario, Canada;Featherweight Bout;Cub Swanson
Igor Pokrajac;Vinny Magalhaes;0;0;8 of 13;15 of 19;61%;78%;22 of 31;25 of 32;1 of 2;1 of 3;50%;33%;0;2;0;2;0;0;3 of 8;2 of 6;4 of 4;11 of 11;1 of 1;2 of 2;2 of 6;1 of 3;4 of 4;12 of 13;2 of 3;2 of 3;Submission;2;1:14;3 Rnd (5-5-5);John McCarthy;September 22, 2012;Toronto, Ontario, Canada;Light Heavyweight Bout;Vinny Magalhaes
TJ Grant;Evan Dunham;0;0;164 of 300;160 of 377;54%;42%;171 of 309;183 of 410;0 of 3;3 of 8;0%;37%;0;0;0;0;0;0;99 of 225;132 of 336;54 of 63;21 of 34;11 of 12;7 of 7;146 of 276;156 of 369;18 of 24;3 of 4;0 of 0;1 of 4;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Dan Miragliotta;September 22, 2012;Toronto, Ontario, Canada;Lightweight Bout;TJ Grant
Sean Pierson;Lance Benoist;0;1;74 of 159;91 of 200;46%;45%;112 of 202;109 of 218;0 of 3;0 of 1;0%;0%;0;0;0;2;0;0;51 of 132;56 of 155;17 of 19;20 of 25;6 of 8;15 of 20;65 of 147;73 of 178;6 of 7;7 of 8;3 of 5;11 of 14;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Josh Rosenthal;September 22, 2012;Toronto, Ontario, Canada;Welterweight Bout;Sean Pierson
Jimy Hettes;Marcus Brimage;0;1;87 of 175;111 of 282;49%;39%;113 of 204;120 of 294;2 of 9;0 of 0;22%;0%;0;0;4;0;0;0;81 of 169;52 of 179;4 of 4;49 of 93;2 of 2;10 of 10;78 of 164;105 of 268;4 of 5;5 of 10;5 of 6;1 of 4;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Yves Lavigne;September 22, 2012;Toronto, Ontario, Canada;Featherweight Bout;Marcus Brimage
Seth Baczynski;Simeon Thoresen;1;0;15 of 78;17 of 54;19%;31%;15 of 78;17 of 54;0 of 0;0 of 0;0%;0%;0;0;0;0;0;0;12 of 69;9 of 45;3 of 6;4 of 5;0 of 3;4 of 4;12 of 74;15 of 52;2 of 3;2 of 2;1 of 1;0 of 0;KO/TKO;1;4:10;3 Rnd (5-5-5);John McCarthy;September 22, 2012;Toronto, Ontario, Canada;Welterweight Bout;Seth Baczynski
Mitch Gagnon;Walel Watson;1;0;5 of 11;1 of 8;45%;12%;6 of 12;1 of 8;0 of 0;0 of 0;0%;0%;1;0;1;0;0;0;5 of 10;0 of 6;0 of 0;1 of 1;0 of 1;0 of 1;1 of 4;1 of 8;0 of 0;0 of 0;4 of 7;0 of 0;Submission;1;1:09;3 Rnd (5-5-5);Josh Rosenthal;September 22, 2012;Toronto, Ontario, Canada;Bantamweight Bout;Mitch Gagnon
Kyle Noke;Charlie Brenneman;1;0;7 of 15;0 of 2;46%;0%;7 of 15;0 of 2;0 of 0;0 of 0;0%;0%;0;0;0;0;0;0;7 of 15;0 of 2;0 of 0;0 of 0;0 of 0;0 of 0;3 of 9;0 of 2;0 of 0;0 of 0;4 of 6;0 of 0;KO/TKO;1;0:45;3 Rnd (5-5-5);Dan Miragliotta;September 22, 2012;Toronto, Ontario, Canada;Welterweight Bout;Kyle Noke
Benson Henderson;Frankie Edgar;0;1;64 of 167;66 of 182;38%;36%;67 of 170;70 of 186;0 of 1;2 of 6;0%;33%;1;2;0;0;0;0;33 of 124;29 of 126;14 of 19;17 of 27;17 of 24;20 of 29;62 of 163;61 of 176;2 of 4;3 of 4;0 of 0;2 of 2;Decision - Split;5;5:00;5 Rnd (5-5-5-5-5);Herb Dean;August 11, 2012;Denver, Colorado, USA;UFC Lightweight Title Bout;Benson Henderson
Donald Cerrone;Melvin Guillard;1;1;4 of 9;10 of 28;44%;35%;4 of 9;10 of 28;0 of 0;0 of 0;0%;0%;0;0;0;0;0;0;3 of 7;8 of 24;0 of 1;2 of 4;1 of 1;0 of 0;4 of 9;4 of 16;0 of 0;6 of 11;0 of 0;0 of 1;KO/TKO;1;1:16;3 Rnd (5-5-5);Josh Rosenthal;August 11, 2012;Denver, Colorado, USA;Lightweight Bout;Donald Cerrone
Jake Shields;Ed Herman;0;0;33 of 47;21 of 50;70%;42%;148 of 169;71 of 102;3 of 8;1 of 1;37%;100%;0;0;7;0;0;0;15 of 27;8 of 36;15 of 16;9 of 10;3 of 4;4 of 4;11 of 20;3 of 23;10 of 11;15 of 21;12 of 16;3 of 6;Overturned;3;5:00;3 Rnd (5-5-5);Adam Martinez;August 11, 2012;Denver, Colorado, USA;Middleweight Bout;
Yushin Okami;Buddy Roberts;0;0;26 of 68;15 of 35;38%;42%;54 of 116;20 of 40;3 of 6;0 of 0;50%;0%;0;1;8;0;0;0;23 of 65;10 of 28;2 of 2;3 of 4;1 of 1;2 of 3;6 of 21;14 of 34;1 of 1;1 of 1;19 of 46;0 of 0;KO/TKO;2;3:05;3 Rnd (5-5-5);Herb Dean;August 11, 2012;Denver, Colorado, USA;Middleweight Bout;Yushin Okami
Justin Lawrence;Max Holloway;0;1;32 of 90;29 of 124;35%;23%;32 of 92;29 of 124;1 of 4;0 of 0;25%;0%;0;0;0;0;0;0;26 of 70;18 of 110;3 of 15;8 of 11;3 of 5;3 of 3;32 of 90;23 of 108;0 of 0;0 of 0;0 of 0;6 of 16;KO/TKO;2;4:49;3 Rnd (5-5-5);Josh Rosenthal;August 11, 2012;Denver, Colorado, USA;Featherweight Bout;Max Holloway
Dennis Bermudez;Tommy Hayden;0;1;12 of 27;6 of 27;44%;22%;16 of 32;8 of 31;1 of 2;0 of 3;50%;0%;2;0;1;2;1;0;12 of 26;6 of 23;0 of 1;0 of 4;0 of 0;0 of 0;6 of 18;5 of 25;1 of 1;0 of 0;5 of 8;1 of 2;Submission;1;4:43;3 Rnd (5-5-5);Tom Johnson;August 11, 2012;Denver, Colorado, USA;Featherweight Bout;Dennis Bermudez
Jared Hamman;Michael Kuiper;0;2;61 of 149;56 of 95;40%;58%;64 of 153;65 of 106;0 of 3;1 of 2;0%;50%;0;0;0;1;0;0;49 of 134;43 of 81;8 of 11;3 of 4;4 of 4;10 of 10;60 of 145;47 of 80;1 of 4;9 of 14;0 of 0;0 of 1;KO/TKO;2;2:16;3 Rnd (5-5-5);Adam Martinez;August 11, 2012;Denver, Colorado, USA;Middleweight Bout;Michael Kuiper
Ken Stone;Erik Perez;0;1;2 of 3;9 of 11;66%;81%;2 of 3;9 of 11;0 of 0;0 of 0;0%;0%;0;0;0;1;0;0;1 of 2;7 of 9;1 of 1;0 of 0;0 of 0;2 of 2;2 of 3;3 of 5;0 of 0;0 of 0;0 of 0;6 of 6;KO/TKO;1;0:17;3 Rnd (5-5-5);Herb Dean;August 11, 2012;Denver, Colorado, USA;Bantamweight Bout;Erik Perez
Dustin Pague;Chico Camus;0;0;22 of 37;32 of 45;59%;71%;35 of 54;86 of 109;1 of 2;2 of 2;50%;100%;1;1;1;4;0;1;21 of 34;26 of 39;1 of 2;3 of 3;0 of 1;3 of 3;7 of 17;8 of 11;0 of 0;1 of 1;15 of 20;23 of 33;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Tom Johnson;August 11, 2012;Denver, Colorado, USA;Bantamweight Bout;Chico Camus
Nik Lentz;Eiji Mitsuoka;0;0;33 of 37;5 of 10;89%;50%;59 of 67;6 of 11;4 of 4;0 of 2;100%;0%;0;0;1;0;0;0;22 of 26;4 of 9;4 of 4;1 of 1;7 of 7;0 of 0;3 of 6;4 of 8;12 of 13;0 of 1;18 of 18;1 of 1;KO/TKO;1;3:45;3 Rnd (5-5-5);Tim Mills;August 11, 2012;Denver, Colorado, USA;Featherweight Bout;Nik Lentz
Mauricio Rua;Brandon Vera;1;0;68 of 103;67 of 106;66%;63%;142 of 184;89 of 132;4 of 7;1 of 2;57%;50%;0;1;6;1;0;0;51 of 81;28 of 63;9 of 11;27 of 28;8 of 11;12 of 15;38 of 68;51 of 87;16 of 18;14 of 15;14 of 17;2 of 4;KO/TKO;4;4:09;5 Rnd (5-5-5-5-5);Herb Dean;August 04, 2012;Los Angeles, California, USA;Light Heavyweight Bout;Mauricio Rua
Lyoto Machida;Ryan Bader;1;0;21 of 31;7 of 32;67%;21%;21 of 31;7 of 32;0 of 0;0 of 0;0%;0%;0;0;0;0;0;0;8 of 17;2 of 22;9 of 10;1 of 3;4 of 4;4 of 7;19 of 29;7 of 32;0 of 0;0 of 0;2 of 2;0 of 0;KO/TKO;2;1:32;3 Rnd (5-5-5);John McCarthy;August 04, 2012;Los Angeles, California, USA;Light Heavyweight Bout;Lyoto Machida
Joe Lauzon;Jamie Varner;0;1;44 of 118;82 of 177;37%;46%;55 of 130;84 of 181;2 of 5;2 of 4;40%;50%;1;1;5;1;2;2;42 of 115;53 of 141;1 of 2;26 of 31;1 of 1;3 of 5;35 of 108;78 of 172;1 of 2;2 of 3;8 of 8;2 of 2;Submission;3;2:44;3 Rnd (5-5-5);Luis Cobian;August 04, 2012;Los Angeles, California, USA;Lightweight Bout;Joe Lauzon
Mike Swick;DaMarques Johnson;0;0;19 of 41;17 of 53;46%;32%;27 of 51;28 of 67;1 of 1;2 of 2;100%;100%;0;0;0;1;0;0;18 of 38;13 of 49;1 of 3;3 of 3;0 of 0;1 of 1;15 of 36;8 of 41;1 of 2;0 of 1;3 of 3;9 of 11;KO/TKO;2;1:20;3 Rnd (5-5-5);Herb Dean;August 04, 2012;Los Angeles, California, USA;Welterweight Bout;Mike Swick
Cole Miller;Nam Phan;0;0;143 of 422;129 of 366;33%;35%;143 of 422;129 of 366;0 of 1;0 of 0;0%;0%;0;0;0;0;0;0;120 of 381;96 of 314;18 of 36;26 of 43;5 of 5;7 of 9;143 of 422;129 of 366;0 of 0;0 of 0;0 of 0;0 of 0;Decision - Split;3;5:00;3 Rnd (5-5-5);John McCarthy;August 04, 2012;Los Angeles, California, USA;Featherweight Bout;Nam Phan
Phil Davis;Wagner Prado;0;0;4 of 12;2 of 16;33%;12%;4 of 12;3 of 17;0 of 0;0 of 0;0%;0%;0;0;0;0;0;0;3 of 9;2 of 15;1 of 3;0 of 1;0 of 0;0 of 0;4 of 12;2 of 16;0 of 0;0 of 0;0 of 0;0 of 0;Could Not Continue;1;1:28;3 Rnd (5-5-5);Luis Cobian;August 04, 2012;Los Angeles, California, USA;Light Heavyweight Bout;
Josh Grispi;Rani Yahya;0;0;6 of 10;3 of 9;60%;33%;8 of 12;11 of 27;0 of 0;1 of 2;0%;50%;0;1;0;1;0;0;3 of 7;2 of 7;2 of 2;0 of 0;1 of 1;1 of 2;5 of 9;1 of 6;0 of 0;0 of 0;1 of 1;2 of 3;Submission;1;3:15;3 Rnd (5-5-5);Herb Dean;August 04, 2012;Los Angeles, California, USA;Featherweight Bout;Rani Yahya
Philip De Fries;Oli Thompson;1;0;35 of 77;18 of 35;45%;51%;55 of 109;29 of 47;2 of 6;0 of 3;33%;0%;1;0;1;0;0;0;29 of 70;4 of 17;5 of 6;11 of 13;1 of 1;3 of 5;15 of 48;8 of 23;13 of 17;10 of 12;7 of 12;0 of 0;Submission;2;4:16;3 Rnd (5-5-5);John McCarthy;August 04, 2012;Los Angeles, California, USA;Heavyweight Bout;Philip De Fries
Manvel Gamburyan;Michihiro Omigawa;0;1;52 of 116;41 of 94;44%;43%;58 of 125;71 of 127;6 of 12;0 of 2;50%;0%;0;0;2;0;0;0;37 of 97;30 of 77;7 of 10;4 of 5;8 of 9;7 of 12;47 of 108;37 of 89;5 of 8;4 of 5;0 of 0;0 of 0;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Luis Cobian;August 04, 2012;Los Angeles, California, USA;Featherweight Bout;Manvel Gamburyan
John Moraga;Ulysses Gomez;1;0;34 of 63;16 of 43;53%;37%;36 of 66;16 of 43;0 of 0;0 of 5;0%;0%;0;0;0;0;0;0;12 of 37;7 of 32;13 of 16;3 of 4;9 of 10;6 of 7;24 of 51;13 of 40;9 of 11;3 of 3;1 of 1;0 of 0;KO/TKO;1;3:46;3 Rnd (5-5-5);Herb Dean;August 04, 2012;Los Angeles, California, USA;Flyweight Bout;John Moraga
Urijah Faber;Renan Barao;0;0;60 of 178;85 of 290;33%;29%;62 of 180;85 of 290;0 of 6;0 of 0;0%;0%;0;0;0;0;0;0;38 of 141;55 of 236;12 of 26;10 of 23;10 of 11;20 of 31;57 of 170;81 of 282;3 of 8;4 of 8;0 of 0;0 of 0;Decision - Unanimous;5;5:00;5 Rnd (5-5-5-5-5);Mario Yamasaki;July 21, 2012;Calgary, Alberta, Canada;UFC Interim Bantamweight Title Bout;Renan Barao
Hector Lombard;Tim Boetsch;0;0;26 of 77;54 of 98;33%;55%;47 of 99;57 of 101;2 of 4;0 of 9;50%;0%;0;0;0;0;0;0;18 of 65;11 of 39;6 of 6;20 of 32;2 of 6;23 of 27;22 of 70;42 of 78;2 of 5;12 of 20;2 of 2;0 of 0;Decision - Split;3;5:00;3 Rnd (5-5-5);Josh Rosenthal;July 21, 2012;Calgary, Alberta, Canada;Middleweight Bout;Tim Boetsch
Cheick Kongo;Shawn Jordan;0;0;38 of 56;15 of 41;67%;36%;64 of 84;23 of 50;0 of 2;0 of 5;0%;0%;0;0;0;1;0;0;13 of 31;6 of 32;21 of 21;3 of 3;4 of 4;6 of 6;12 of 26;2 of 11;26 of 30;12 of 25;0 of 0;1 of 5;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Yves Lavigne;July 21, 2012;Calgary, Alberta, Canada;Heavyweight Bout;Cheick Kongo
Brian Ebersole;James Head;0;0;35 of 88;37 of 83;39%;44%;51 of 104;62 of 108;1 of 15;1 of 1;6%;100%;0;1;2;2;0;1;13 of 53;22 of 64;9 of 15;13 of 16;13 of 20;2 of 3;32 of 77;19 of 61;1 of 4;17 of 21;2 of 7;1 of 1;Decision - Split;3;5:00;3 Rnd (5-5-5);Mario Yamasaki;July 21, 2012;Calgary, Alberta, Canada;Welterweight Bout;James Head
Chris Clements;Matthew Riddle;0;0;38 of 76;28 of 63;50%;44%;64 of 103;79 of 121;0 of 0;5 of 9;0%;55%;0;1;0;4;0;0;21 of 55;19 of 51;12 of 16;7 of 9;5 of 5;2 of 3;22 of 52;11 of 37;9 of 13;6 of 11;7 of 11;11 of 15;Overturned;3;2:02;3 Rnd (5-5-5);Josh Rosenthal;July 21, 2012;Calgary, Alberta, Canada;Welterweight Bout;
Court McGee;Nick Ring;0;0;108 of 295;68 of 137;36%;49%;146 of 350;71 of 143;0 of 4;0 of 7;0%;0%;0;0;0;2;0;0;70 of 241;41 of 104;16 of 27;12 of 13;22 of 27;15 of 20;106 of 291;66 of 135;2 of 4;2 of 2;0 of 0;0 of 0;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Yves Lavigne;July 21, 2012;Calgary, Alberta, Canada;Middleweight Bout;Nick Ring
Roland Delorme;Francisco Rivera;0;1;16 of 60;52 of 79;26%;65%;16 of 60;54 of 82;0 of 1;0 of 0;0%;0%;0;0;0;0;0;0;6 of 42;39 of 64;3 of 4;1 of 2;7 of 14;12 of 13;15 of 59;48 of 74;1 of 1;2 of 3;0 of 0;2 of 2;Overturned;1;4:19;3 Rnd (5-5-5);Mario Yamasaki;July 21, 2012;Calgary, Alberta, Canada;Bantamweight Bout;
Anthony Perosh;Ryan Jimmo;0;1;0 of 1;2 of 2;0%;100%;0 of 1;2 of 2;0 of 0;0 of 0;0%;0%;0;0;0;0;0;0;0 of 1;2 of 2;0 of 0;0 of 0;0 of 0;0 of 0;0 of 1;1 of 1;0 of 0;0 of 0;0 of 0;1 of 1;KO/TKO;1;0:07;3 Rnd (5-5-5);Josh Rosenthal;July 21, 2012;Calgary, Alberta, Canada;Light Heavyweight Bout;Ryan Jimmo
Bryan Caraway;Mitch Gagnon;0;0;11 of 45;27 of 65;24%;41%;82 of 146;45 of 89;3 of 9;1 of 5;33%;20%;1;0;5;0;0;1;8 of 41;23 of 60;3 of 3;3 of 4;0 of 1;1 of 1;4 of 32;12 of 32;4 of 6;9 of 21;3 of 7;6 of 12;Submission;3;1:39;3 Rnd (5-5-5);Yves Lavigne;July 21, 2012;Calgary, Alberta, Canada;Bantamweight Bout;Bryan Caraway
Antonio Carvalho;Daniel Pineda;1;0;10 of 23;7 of 20;43%;35%;10 of 23;7 of 20;0 of 0;0 of 0;0%;0%;0;0;0;0;0;0;8 of 20;6 of 17;1 of 2;1 of 1;1 of 1;0 of 2;8 of 19;5 of 18;0 of 1;2 of 2;2 of 3;0 of 0;KO/TKO;1;1:11;3 Rnd (5-5-5);Mario Yamasaki;July 21, 2012;Calgary, Alberta, Canada;Featherweight Bout;Antonio Carvalho
Mitch Clarke;Anton Kuivanen;0;0;6 of 24;29 of 53;25%;54%;29 of 52;66 of 93;3 of 8;3 of 3;37%;100%;1;1;1;4;1;2;6 of 24;24 of 47;0 of 0;4 of 5;0 of 0;1 of 1;5 of 21;10 of 28;1 of 1;3 of 4;0 of 2;16 of 21;Decision - Split;3;5:00;3 Rnd (5-5-5);Josh Rosenthal;July 21, 2012;Calgary, Alberta, Canada;Lightweight Bout;Anton Kuivanen
Mark Munoz;Chris Weidman;0;1;0 of 7;28 of 37;0%;75%;1 of 8;46 of 59;0 of 0;2 of 2;0%;100%;0;2;0;5;0;0;0 of 6;20 of 29;0 of 0;2 of 2;0 of 1;6 of 6;0 of 7;3 of 7;0 of 0;8 of 9;0 of 0;17 of 21;KO/TKO;2;1:37;5 Rnd (5-5-5-5-5);Josh Rosenthal;July 11, 2012;San Jose, California, USA;Middleweight Bout;Chris Weidman
James Te Huna;Joey Beltran;1;0;122 of 249;73 of 278;49%;26%;172 of 301;90 of 296;3 of 9;1 of 2;33%;50%;0;0;1;0;0;0;80 of 195;45 of 243;23 of 31;11 of 17;19 of 23;17 of 18;109 of 227;59 of 264;3 of 6;13 of 13;10 of 16;1 of 1;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Jason McCoy;July 11, 2012;San Jose, California, USA;Light Heavyweight Bout;James Te Huna
Aaron Simpson;Kenny Robertson;0;0;48 of 70;29 of 50;68%;58%;97 of 135;42 of 63;6 of 14;0 of 6;42%;0%;0;0;3;0;0;0;27 of 47;10 of 28;10 of 12;12 of 15;11 of 11;7 of 7;5 of 17;9 of 22;18 of 22;18 of 26;25 of 31;2 of 2;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Marcos Rosales;July 11, 2012;San Jose, California, USA;Welterweight Bout;Aaron Simpson
Karlos Vemola;Francis Carmont;0;0;3 of 7;4 of 8;42%;50%;9 of 15;10 of 16;1 of 8;0 of 1;12%;0%;2;2;2;3;1;0;0 of 4;2 of 6;0 of 0;2 of 2;3 of 3;0 of 0;3 of 5;1 of 2;0 of 1;1 of 1;0 of 1;2 of 5;Submission;2;1:39;3 Rnd (5-5-5);Josh Rosenthal;July 11, 2012;San Jose, California, USA;Middleweight Bout;Francis Carmont
TJ Dillashaw;Vaughan Lee;0;0;3 of 16;8 of 19;18%;42%;5 of 18;20 of 31;2 of 3;0 of 0;66%;0%;1;0;2;0;0;0;2 of 14;3 of 12;1 of 1;4 of 5;0 of 1;1 of 2;3 of 16;8 of 19;0 of 0;0 of 0;0 of 0;0 of 0;Submission;1;2:33;3 Rnd (5-5-5);Jason McCoy;July 11, 2012;San Jose, California, USA;Bantamweight Bout;TJ Dillashaw
Rafael Dos Anjos;Anthony Njokuani;0;0;51 of 85;32 of 87;60%;36%;68 of 108;37 of 92;6 of 17;0 of 0;35%;0%;0;0;4;0;0;0;19 of 48;13 of 55;0 of 0;14 of 24;32 of 37;5 of 8;25 of 53;31 of 85;21 of 26;1 of 2;5 of 6;0 of 0;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Marcos Rosales;July 11, 2012;San Jose, California, USA;Lightweight Bout;Rafael Dos Anjos
Damacio Page;Alex Caceres;0;0;7 of 22;9 of 12;31%;75%;56 of 76;16 of 21;2 of 2;0 of 0;100%;0%;0;3;1;1;1;1;3 of 18;4 of 7;3 of 3;4 of 4;1 of 1;1 of 1;2 of 5;7 of 10;1 of 1;1 of 1;4 of 16;1 of 1;Submission;2;1:27;3 Rnd (5-5-5);Josh Rosenthal;July 11, 2012;San Jose, California, USA;Bantamweight Bout;Alex Caceres
Chris Cariaso;Josh Ferguson;0;0;70 of 104;20 of 65;67%;30%;114 of 150;33 of 79;3 of 6;1 of 8;50%;12%;0;0;4;2;0;0;48 of 82;12 of 56;18 of 18;7 of 8;4 of 4;1 of 1;34 of 65;15 of 58;20 of 23;5 of 7;16 of 16;0 of 0;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Jason McCoy;July 11, 2012;San Jose, California, USA;Flyweight Bout;Chris Cariaso
Rafael Natal;Andrew Craig;2;1;73 of 109;23 of 72;66%;31%;79 of 115;30 of 80;2 of 5;0 of 1;40%;0%;0;0;1;1;0;1;47 of 78;10 of 58;10 of 14;2 of 3;16 of 17;11 of 11;49 of 81;21 of 69;11 of 12;0 of 1;13 of 16;2 of 2;KO/TKO;2;4:52;3 Rnd (5-5-5);Marcos Rosales;July 11, 2012;San Jose, California, USA;Middleweight Bout;Andrew Craig
Marcelo Guimaraes;Dan Stittgen;0;0;63 of 97;49 of 101;64%;48%;130 of 164;78 of 130;0 of 17;1 of 1;0%;100%;0;0;0;0;0;0;11 of 35;16 of 51;8 of 13;11 of 19;44 of 49;22 of 31;32 of 66;38 of 90;31 of 31;11 of 11;0 of 0;0 of 0;Decision - Split;3;5:00;3 Rnd (5-5-5);Josh Rosenthal;July 11, 2012;San Jose, California, USA;Welterweight Bout;Marcelo Guimaraes
Raphael Assuncao;Issei Tamura;1;0;39 of 60;5 of 14;65%;35%;42 of 63;5 of 14;0 of 0;0 of 1;0%;0%;0;0;0;0;0;0;14 of 32;5 of 13;11 of 13;0 of 1;14 of 15;0 of 0;31 of 50;5 of 13;1 of 1;0 of 1;7 of 9;0 of 0;KO/TKO;2;0:25;3 Rnd (5-5-5);Jason McCoy;July 11, 2012;San Jose, California, USA;Bantamweight Bout;Raphael Assuncao
Anderson Silva;Chael Sonnen;1;0;15 of 30;22 of 36;50%;61%;16 of 31;87 of 105;0 of 0;1 of 4;0%;25%;0;0;0;2;0;0;11 of 25;16 of 29;4 of 5;6 of 7;0 of 0;0 of 0;3 of 12;4 of 9;3 of 5;4 of 7;9 of 13;14 of 20;KO/TKO;2;1:55;5 Rnd (5-5-5-5-5);Yves Lavigne;July 07, 2012;Las Vegas, Nevada, USA;UFC Middleweight Title Bout;Anderson Silva
Forrest Griffin;Tito Ortiz;0;0;85 of 261;49 of 128;32%;38%;104 of 280;68 of 147;0 of 0;3 of 6;0%;50%;0;0;0;1;0;0;54 of 205;47 of 123;20 of 36;2 of 5;11 of 20;0 of 0;81 of 253;40 of 115;4 of 8;4 of 6;0 of 0;5 of 7;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Steve Mazzagatti;July 07, 2012;Las Vegas, Nevada, USA;Light Heavyweight Bout;Forrest Griffin
